job_title,company,location,responsibilities,requirements,salary_from,salary_to,salary_currency,posted_date,url,category,skills,position,experience,education,salary 
"Frontend-разработчик в офис, г. Екатеринбург",Сервис-Газификация,Екатеринбург,Верстка интерфейса по шаблонам Figma. Разработка элементов компонентной базы и их документирование. Проведение code review. Взаимодействие с другими участниками команды.,"Опыт промышленной разработки на JavaScript (ES6), с использованием TypeScript, React (функциональные компоненты и хуки) НЕ МЕНЕЕ 1,5 лет.",,,,2025-05-12,https://hh.ru/vacancy/120383640,['web'],"['typescript', 'react', 'javascript']",,5,,
Frontend-разработчик,Alto,Екатеринбург,Разрабатывать фронтенд-части на проектах. — Верстать адаптивные части. — Быть частью команды. Продвинутому UI/UX и созданию UI-библиотек.,"Отличные знания HTML, Javascript, CSS3. — Опыт работы с Typescript. — Опыт работы с Next, React. — Опыт работы с Nuxt, Vue. —",,100000.0,RUR,2025-04-28,https://hh.ru/vacancy/120024723,['web'],"['typescript', 'react', 'javascript', 'vue.js']",,,,100000.0
Начальник горного цеха,Стройпластполимер,Екатеринбург,"Организация и руководство производственно-хозяйственной деятельностью горного цеха. Разработка карьеров, контроль полнотой выемки ископаемых. Организация работ по восстановлению земель, нарушенных...","Высшее профессиональное (техническое) или средне профессиональное (техническое) образование, дополнительное образование и курсы повышения квалификации - преимущество. Опыт работы в аналогичной должности...",,,,2025-05-12,https://hh.ru/vacancy/120376511,,,,,,
Системный администратор,Хуамин,Екатеринбург,"Администрирование и поддержка операционных систем Windows и Linux (установка, настройка, обновление, мониторинг, устранение неисправностей). Настройка и поддержка виртуализации на базе...","Понимание сетевых протоколов (TCP/IP, DNS, DHCP, VLAN, VPN, QoS). Знание основ информационной безопасности. Умение работать с системами мониторинга (Zabbix...",90000.0,120000.0,RUR,2025-05-10,https://hh.ru/vacancy/120313633,['security'],,,,,105000.0
QA тестировщик,КИК,Екатеринбург,Ручное тестирование WEB UI сервиса. Ручное тестирование мобильных приложений. Выполнение ручного функционального тестирования интерфейсов (frontend) и REST API (backend).,Опыт работы в роли QA-инженера по автоматизации тестирования в продуктовых командах от 1 года. Знание инструментов для автоматизации тестирования...,110000.0,,RUR,2025-05-09,https://hh.ru/vacancy/119925059,['qa'],,,1,,110000.0
Системный администратор,Boxberry,Екатеринбург,"Администрирование рабочих станций, серверов и сетей в офисах компании. Оперативная техническая поддержка и консультация пользователей, работающих в офисе и удалённо.",Опыт работы с Active Directory. Понимание основ построения информационной безопасности. Знание английского языка на уровне чтения технической документации.,,,,2025-05-12,https://hh.ru/vacancy/120378190,['security'],,,,,
Frontend-разработчик React middle,А-Я Академия,Екатеринбург,"Создание веб-приложений и поддержка компонентной базы, обмен данными с серверной частью с помощью REST API/GraphQL. Создание новых функций...",Знание JavaScript/React. Опыт от 2 лет. HTML/CSS. NextJS/React/React-Native/MobХ. HTML/CSS (PostCSS).,80000.0,80000.0,RUR,2025-04-30,https://hh.ru/vacancy/120112472,['web'],"['react', 'javascript']",['middle'],2,,80000.0
Директор по управлению IT проектами внедрения,Т1,Екатеринбург,"Полное управление проектами: планирование, координация и контроль этапов и ресурсов проектов, включая подготовку документации (паспорт проекта, устав, отчёты).","Экспертные знания в проектном управлении (PMBOK, RUP, Agile, ГОСТ), управлении изменениями и информационной безопасности. Навыки управления: опыт работы с программами...",,,,2025-05-06,https://hh.ru/vacancy/120259436,['security'],,,,,
Руководитель проектов (команда RnD),Айдеко,Екатеринбург,"Декомпозировать крупные задачи для разработчиков, контролировать выполнение. Проводить дейли-митинги и собрания разработчиков. Генерить новые идеи, выстраивать коммуникации бизнеса и...","Ты нам подойдешь, если у тебя есть: Опыт работы тимлидом в сфере ИТ, информационной безопасности или продуктовой разработки.",,,,2025-05-05,https://hh.ru/vacancy/120232679,['security'],,,,,
Системный администратор,Решение,Екатеринбург,Организация антивирусной защиты. Сопровождение корпоративных информационных сетей. Реализация политик информационной безопасности. Реализация политик разграничения доступа к сетевым ресурсам.,,46000.0,64000.0,RUR,2025-05-06,https://hh.ru/vacancy/120257353,,,,,,55000.0
Главный специалист информационно-аналитического отдела,Администрация Академического Района Города Екатеринбурга,Екатеринбург,"Администрирование локальной сети и рабочих станций. Обеспечение информационной безопасности, защита данных от несанкционированного доступа. Техническая поддержка пользователей, консультирование по вопросам...","Опыт работы с сетевым оборудованием (маршрутизаторы, коммутаторы) приветствуется. Знание принципов информационной безопасности. Умение работать с базами данных. Ответственность, внимательность, аналитические...",65000.0,,RUR,2025-04-29,https://hh.ru/vacancy/120079908,['security'],,,,,65000.0
Java-backend developer,Credit.Club,Екатеринбург,"Код храним в GitLab, для быстрого развертывания новых фич настроили CI/CD. Frontend: TypeScript, React, Redux Toolkit, Vite, JavaScript.","Отличное знание Java 8+, Spring Boot, Spring Cloud. Понимание принципов работы сетей: TCP/IP, HTTP. Опыт коммерческой разработки от...",,,,2025-05-12,https://hh.ru/vacancy/120310301,['backend'],"['java', 'spring']",,,,
Middle QA Engineer,Бланк – банк для бизнеса,Екатеринбург,"Анализировать функциональные требования. Разрабатывать тестовую документацию (чек-листы, тест-кейсы). Проводить ручное функциональное тестирование ПО. Локализировать найденные проблемы, контролировать процесс...","Опыт работы со снифферами трафика: Charles, Fiddler. Опыт тестирования мобильных приложений. Опыт работы с Gitlab и понимание процессов CI/CD.",,,,2025-04-16,https://hh.ru/vacancy/119597913,"['qa', 'devops']",['ci/cd'],['middle'],,,
Frontend-разработчик,Студия ИСКРА,Екатеринбург,"Верстка сайтов. Создание анимаций по макетам. Натягивание верстки на CMS WordPress. Работа с сервером, хостингом, доменами.","Знания html (семантическая верстка, pixelPerfect, БЭМ). Знания css (препроцессоры, css анимации, миксины). Знания js (от es6, понимание SOLID, DRY...",70000.0,,RUR,2025-04-21,https://hh.ru/vacancy/119765967,['web'],['javascript'],,,,70000.0
Backend разработчик (golang),Ситис,Екатеринбург,Аккредитация в Минцифры (льготы для сотрудников).,"Умение разобраться в чужом коде. Опыт работы в команде, ответственность за результат. Плюсом будет опыт с высоконагруженными проектами.",100000.0,160000.0,RUR,2025-04-26,https://hh.ru/vacancy/119979386,['backend'],,,,,130000.0
QA-engineer/тестировщик (стажер/intern),Ренью,Екатеринбург,Повышать качество выпускаемого продукта. Применять основные техники тест-дизайна. Локализовывать баги. Выполнять тестирование для различных типов информационных взаимодействий (REST и...,"Широкий кругозор, инициативность, любознательность. Готовность много общаться и грамотно излагать свои мысли. Выпускник или завершающий обучение студент профильной IT-специальности...",50000.0,50000.0,RUR,2025-05-12,https://hh.ru/vacancy/118113154,['qa'],,['intern'],,,50000.0
"Директор службы безопасности (г. Екатеринбург, производственный сегмент)",КМЗ,Екатеринбург,"Организационная защита предприятия, защита коммерческой тайны. Обеспечение режима экономической и информационной безопасности. Контроль соблюдения требований режима безопасности сотрудниками и посетителями.",Релевантный опыт работы (!обязателен сегмент производства). Опыт работы в коммерческих компаний от 10 лет (госслужба не рассматривается). Опыт работы на...,,,,2025-05-06,https://hh.ru/vacancy/119865068,['security'],,,10,,
Разработчик C#,UDV Group,Екатеринбург,Разработка нового функционала в рамках платформы электронного документооборота. Рефакторинг текущей кодовой базы. Развитие ядра Соло в сторону no-code платформы.,"Опыт работы с C# и ASP.NET Core. Опыт с реляционными базами данных. Знание принципов ООП, SOLID и паттернов проектирования.",,,,2025-05-05,https://hh.ru/vacancy/120229444,['backend'],['c#'],,,,
Frontend-разработчик (офис),Dotimo,Екатеринбург,"Привет! Мы компания Dotimo. Разрабатываем 3d-конфигураторы, интерактивные презентации, 3д-сайты и другой великолепный контент с использованием технологии...","Занимаемся заказной разработкой, постоянно сталкиваемся с отработкой гипотез и изобретениями. Важнейшими навыками считаем гибкость и остроту ума. Ценим открытость, энергичность...",,,,2025-05-05,https://hh.ru/vacancy/120216564,['web'],,,,,
Тестировщик ПО (junior),Прософт-Системы,Екатеринбург,"Составлять тест-дизайн, тест кейсы, баг-репорты. Разрабатывать и сопровождать автоматические тесты. Выполнять ручное тестирование оборудования и прикладного ПО департамента.","Высшее техническое образование. Понимание процесса разработки программного обеспечения, жизненного цикла программного продукта. Умение работать с системой контроля версий Git.",,,,2025-04-21,https://hh.ru/vacancy/117796768,"['tools', 'qa']",['git'],['junior'],,,
Начинающий тестировщик,РегЛаб,Екатеринбург,"Проведение функционального и регрессионного тестирования. Создание тестового окружения, запуск стендов тестирования. Разработка тест-кейсов. Фиксирование ошибок в багтрекере.","Базовые знания в сфере тестирования ПО. Понимание процесса разработки ПО. Высшее техническое образование. Будет плюсом: Знакомство с АСУ ТП, либо...",,,,2025-04-14,https://hh.ru/vacancy/118719472,['qa'],,,,,
Frontend-разработчик,Artsofte,Екатеринбург,"Придумывать новые фичи и улучшать уже созданные на JavaScript, Angular. Работать в команде: обсуждать сроки выполнения задач, возможных сложностей, передавать...","Коммерческий опыт работы с одним из JavaScript-фреймворков. Коммерческий опыт работы с одним из пакетных менеджеров (npm, yarn, pnpm).",,,,2025-05-07,https://hh.ru/vacancy/119281965,['web'],['javascript'],,,,
Frontend-разработчик,Айтими,Екатеринбург,"Написанием unit- и интеграционных тестов. Взаимодействием с backend-разработчиками, дизайнерами и другими специалистами. Эффективной работой с Git, ведением pull-запросов...",,,,,2025-04-16,https://hh.ru/vacancy/118456385,['web'],,,,,
Верстальщик,Худяков Владислав Андреевич,Екатеринбург,"Постепенно погружаться во Vue.js и развиваться в полноценную фронтенд-разработку. — Понимаешь, зачем нужны отступы, переменные и структура. Предсказываешь перенаполнение контента...","Аккуратная, современная адаптивная вёрстка. — С опытом от миддла до миддл+. — Умеешь аккуратно писать код и следишь за деталями.",90000.0,140000.0,RUR,2025-04-23,https://hh.ru/vacancy/119876823,,,['middle'],,,115000.0
IOS Разработчик Middle Swift SwiftUI,Майспэйс,Екатеринбург,"Разработка мобильных приложений с использованием SwiftUI, Swift. Взаимодействие с главным разработчиком для достижения общих целей проекта. Обучение и использование инструментов...","Свои pet проекты, или опыт работы 6+ месяцев мобильных приложений. Уверенные знания SwiftUI и желание развиваться в этой области.",40000.0,50000.0,RUR,2025-05-06,https://hh.ru/vacancy/120298330,['mobile'],"['ios', 'swift']",['middle'],,,45000.0
Помощник руководителя,Уральский центр систем безопасности,Екатеринбург,"Участие в подготовке/разработке различной документации (договоры, официальные письма, КП, спецификации и.т.п.). Работа во внутренних информационных системах, в...","Стрессоустойчивость, ответственность. Опыт работы в CRM, 1С, SAP и(или) других подобных информационных системах. Опыт работы с документацией (договоры...",,,,2025-05-06,https://hh.ru/vacancy/120272003,,,,,,
Manual QA в продукт Naumen SMP,NAUMEN,Екатеринбург,"Тестирование rest API. Обсуждение деталей реализации с разработчиком и аналитиком. Ведение тестовой документации: списки проверок, чек-листы. Проведение ревью дефектов.","Опыт в тестировании ПО от 1,5 лет. Опыт в исследовательском тестировании. Опыт составления списка проверок, опыт ведения чек-листов...",,,,2025-04-28,https://hh.ru/vacancy/120030455,['qa'],,,5,,
Инженер технической поддержки,УГМК-Телеком,Екатеринбург,Анализ ошибок ПО прикладного уровня. Обработка и выполнение поступающих заявок. Эскалация заявок на другой уровень технической поддержки или разработки.,"Понимание архитектуры ОС Linux (ядро, виртуализация, сетевая подсистема, средства защиты информации, и пр.). Опыт настройки систем мониторинга Zabbix/Grafana.",90000.0,,RUR,2025-04-14,https://hh.ru/vacancy/117940274,['tools'],['linux'],,,,90000.0
Специалист по искусственному интеллекту (AI),ЮК Банкрот,Екатеринбург,"Разрабатывать и внедрять AI-решения для внутренних задач бизнеса (чат-боты, автоматизация работы с заявками, анализ данных и др.).","Знание Python, опыт работы с AI/ML-фреймворками (TensorFlow, PyTorch и др.). Понимание бизнес-задач и умение решать их с...",50000.0,,RUR,2025-05-04,https://hh.ru/vacancy/120187999,"['ml', 'backend']","['python', 'pytorch', 'tensorflow']",,,,50000.0
Помощник системного администратора,СТАТЭНДОКС,Екатеринбург,"Прием обращений от пользователей по телефону, электронной почте и в мессенджерах. - Решение типовых проблем, связанных с эксплуатацией информационных сервисов компании. -","...Mikrotik и т.п.). - высшее или среднее техническое образование по профильному направлению (информационные технологии, информационная безопасность, связь и т.п.).",,70000.0,RUR,2025-04-16,https://hh.ru/vacancy/119600319,['security'],,,,,70000.0
QA Engineer,СБЕР,Екатеринбург,"Анализ результатов тестирования, а также составление отчетов и других документов. Взаимодействие с командой разработчиков для устранения выявленных проблем.",Хорошее знание теории тестирования программного обеспечения. Опыт выполнения тестовых сценариев и их разработки для обеспечения всестороннего покрытия. Умение пользоваться инструментами...,,,,2025-04-14,https://hh.ru/vacancy/116524202,['qa'],,,,,
Тимлид,Neat-Studio,Екатеринбург,"Участие в разработке с нуля, разработке и улучшении архитектуры, рефакторинге существующего кода. Руководство командой разработчиков. Выступать посредником между командой, заказчиком...","Опыт работы с backend, frontend. Опыт работы с Node.js, Java, Python, Javascript, React, CI/CD. Свободное владение всеми программами Google...",120000.0,150000.0,RUR,2025-04-30,https://hh.ru/vacancy/120115779,"['web', 'devops', 'backend']","['java', 'ci/cd', 'python', 'node.js', 'react', 'javascript']",,,,135000.0
Event-менеджер,UDV Group,Екатеринбург,Участие в разработке плана мероприятии HR активностей. Управление жизненным циклом всех HR мероприятий UDV Group: сбор первичной информации и брифы...,"Релевантный опыт организации HR мероприятий под ключ в IT-сфере. Знание площадок, подрядчиков для проведения мероприятий. Опыт ведения бюджетов по...",,,,2025-04-18,https://hh.ru/vacancy/117791129,,,,,,
Frontend-разработчик Middle+ / Senior,Контент,Екатеринбург,разработка новых и доработка существующих UI компонентов. — участие в полном цикле разработки; — управление командой frontend-специалистов (2 человека). —,знание JavaScript ES6 и выше. — опыт коммерческой разработки с использованием React + Redux от 6 месяцев. — понимание и использование...,150000.0,300000.0,RUR,2025-05-11,https://hh.ru/vacancy/119640380,['web'],"['react', 'javascript']","['middle', 'senior']",,,225000.0
Frontend-разработчик Middle / Middle+,Контент,Екатеринбург,адаптивная вёрстка. — разработка новых и доработка существующих UI компонентов. — участие в полном цикле разработки.,знание JavaScript ES6 и выше. — опыт коммерческой разработки с использованием React + Redux от 6 месяцев. — понимание и использование...,100000.0,200000.0,RUR,2025-05-11,https://hh.ru/vacancy/119640388,['web'],"['react', 'javascript']",['middle'],,,150000.0
Программист,Малкова Татьяна Николаевна,Екатеринбург,Разработка и поддержка клиентской части веб-приложений и интерфейсов для системы доставки. - Оптимизация производительности фронтенда и улучшение пользовательского опыта. -,Опыт разработки фронтенда от 2-х лет. - Знание Vue.js и Nuxt.js. - Приветствуется знание PHP и Yii2. - Владение Git для...,100000.0,,RUR,2025-05-08,https://hh.ru/vacancy/120344322,"['tools', 'web']","['javascript', 'git', 'vue.js']",,2,,100000.0
Junior fullstack developer,ДОМА,Екатеринбург,Проектировать API и работать с GraphQL. — Участвовать в разработке веб-приложения на NextJs / React. — Работать в моно-репозиториях с сабмодулями. —,"Опыт разработки или прохождения профильных курсов в университете (fullstack, backend, frontend-разработка, базы данных) будет хорошим плюсом. — Писать аккуратный, читаемый...",40000.0,65000.0,RUR,2025-05-09,https://hh.ru/vacancy/116238335,"['web', 'backend']",,['junior'],,,52500.0
Директор службы безопасности,"Крупная компания, которая развивается в сегменте тяжелого машиностроения, имеет несколько филиалов в разных городах",Екатеринбург,"Организационная защита предприятия, защита коммерческой тайны. Обеспечение режима экономической и информационной безопасности. Контроль соблюдения требований режима безопасности сотрудниками и посетителями.",Основные цели должности:,150000.0,200000.0,RUR,2025-04-14,https://hh.ru/vacancy/119471403,['security'],,,,,175000.0
"Отраслевой бизнес-аналитик (направление металлургия, машиностроение)",СБЕР,Екатеринбург,Обеспечивать CSM (менеджер по успеху клиента) экспертной поддержкой на всех этапах цифровой трансформации в части консалтинга по закреплённой отрасли.,"Широкий кругозор по цифровым технологиям и цифровым решениям для бизнеса: Fintech, Big Data, Blockсhain, IoT, BI, AI\ML, ECM\ERP...",200000.0,,RUR,2025-05-12,https://hh.ru/vacancy/120381141,"['ml', 'data']",,,,,200000.0
Главный специалист отдела защиты информации и развития безопасных коммуникаций,Администрация города Екатеринбурга,Екатеринбург,Осуществлять работу с событиями информационной безопасности в целях выявления и реагирования на компьютерные инциденты и инциденты информационной безопасности с использованием...,"Руководящих документов ФСТЭК и ФСБ России по информационной безопасности. FW, UTM, NGFW. IDS/IPS. WAF. DLP. SIEM. PAM.",60000.0,80000.0,RUR,2025-04-25,https://hh.ru/vacancy/108381911,['security'],['siem'],,,,70000.0
Специалист по тестированию ПО (QA-engineer) Pre-Middle/Middle,Ренью,Екатеринбург,"Написанием чек-листов, тест-кейсов. Отслеживанием и описанием найденных багов. Функциональным, регрессионным, интеграционным тестированием. Автоматизированием сценариев для последующего регресса (Java...","Опыт тестирования API и БД: понимание RESTful API, уверенное пользование Swagger, Postman, DevTools. Опыт написания базовых SQL-запросов, опыт работы...",,,,2025-05-09,https://hh.ru/vacancy/101741106,"['qa', 'data']","['postman', 'sql']",['middle'],,,
Системный аналитик / System Analyst (junior/junior+),Студия Флаг,Екатеринбург,Сбор и анализ бизнес-требований. Коммуникация с клиентом и командой разработки. Разработка технических заданий (ТЗ) и постановка задач для разработчиков.,"Опыт работы в коммерческой разработке от 6 месяцев. Опыт работы с базами данных, знание принципов работы баз данных, типов данных.",55000.0,95000.0,RUR,2025-04-29,https://hh.ru/vacancy/120078215,['data'],,['junior'],,,75000.0
Системный администратор,ПромИТ,Екатеринбург,Проведение регламентных работ в инфраструктуре информационных систем. ​​​​​​​Ведение технической документации по эксплуатации. ​​​​​​​​​​​​​​​​​​​​​ Обеспечение информационной безопасности и защиты персональных данных.,...технической и аналитической документации. Английский язык на уровне чтения технической документации. Приветствуются знания и практические навыки в области информационной безопасности.,115000.0,,RUR,2025-05-12,https://hh.ru/vacancy/120053833,['security'],,,,,115000.0
Ведущий аналитик,СБЕР,Екатеринбург,Разработка моделей прогнозирования на основе углубленных математических моделей. Разработке моделей планирования показателей. Регулярная подготовка прогноза по финансовым и операционным показателям...,"Навыки работы на SQL. Digital- компетенции (Big Data, AI, ML) - на уровне общего понимания. Умение анализировать, структурировать и систематизировать информацию...",,,,2025-04-28,https://hh.ru/vacancy/120025653,"['ml', 'data']",['sql'],['senior'],,,
QA - инженер,СБЕР,Екатеринбург,Сотрудничество с командой разработчиков и аналитиками для сбора и понимания требований к продукту. Проводить ручное и автоматизированное тестирование веб-сервисов...,"Опыт разработки автотестов на Python. Знание теории тестирования, техник тест-анализа и тест-дизайна, умение применять теорию на практике.",,,,2025-04-23,https://hh.ru/vacancy/119865154,"['qa', 'backend']",['python'],,,,
PHP-разработчик,CHAI&COFFEE,Екатеринбург,Поддержка и доработка мобильных приложений (2 приложения действующие и 1 в разработке). Поддержка и доработка интеграции с кассовым оборудованием компании.,"Обязательное знание CSS, HTML, JS, PHP, MYSQL, работа с асинхронной загрузкой по типу aJax, fetch. Знание Android Studio и xCode.",145000.0,,RUR,2025-05-12,https://hh.ru/vacancy/120381619,"['web', 'mobile', 'data']","['android', 'mysql', 'javascript']",,,,145000.0
JavaScript Backend разработчик,JetStyle,Екатеринбург,"Поддерживать новые решения бизнеса в уже существующем коде. ️Изучать домен наших клиентов, чтобы помогать принимать осознанные решения для реализации нового...","Понимаешь, как работает современный веб, знаешь принципы REST API.",50000.0,,RUR,2025-05-12,https://hh.ru/vacancy/119489693,"['web', 'backend']",['javascript'],,,,50000.0
Technical Support Lead / Руководитель группы технической поддержки,Жизньмарт,Екатеринбург,"Goulash.tech - заказная разработка систем автоматизации и мобильных приложений для ресторанов. Сейчас мы в поисках Руководитель группы технической поддержки, который будет...","Опыт управления командами. Опыт работы в IT-компаниях. Будет преимуществом: Опыт работы в проектах в сфере розничной торговли (retail), в...",,,,2025-04-30,https://hh.ru/vacancy/119789756,,,['senior'],,,
Системный аналитик,Айдеко,Екатеринбург,"Сбором, анализом и документированием требований, поддержкой спецификаций требований в актуальном состоянии. Разработкой технических заданий, постановкой задач на разработку и исследование.","Навык структурировать и визуализировать информацию (диаграммы, схемы, user flows). Опыт работы с инструментами анализа (JIRA, Confluence, Miro, FigJam, диаграммы UML...",,,,2025-05-06,https://hh.ru/vacancy/120289493,"['tools', 'qa', 'data']",['jira'],,,,
Middle C# developer,ПромИТ,Екатеринбург,"Развивать функционал системы, включая web-сервисы и мобильные приложения. Участвовать в принятии технических и архитектурных решений. Реализовывать интеграцию со смежными...","C# (.NET 8-9), MS SQL / PostgreSQL. Web API, ASP.NET MVC, Avalonia. Android, Linux. GitLab, CI/CD. Уверенное владение C#...",,,,2025-05-12,https://hh.ru/vacancy/120268025,"['tools', 'mobile', 'devops', 'backend', 'web', 'data']","['ci/cd', 'postgresql', 'sql', 'linux', 'android', 'c#']",['middle'],,Master,
Python-разработчик,Sibdev,Екатеринбург,"Написания тестов с использованием Pytest. Настройки CI/CD пайплайнов (GitLab CI, Jenkins).","Имеете опыт разработки на Python от 4-х лет. Владеете FastAPI и Django и умеете проектировать REST API, которые легко...",150000.0,190000.0,RUR,2025-04-28,https://hh.ru/vacancy/120046511,['backend'],"['python', 'django', 'fastapi']",,4,,170000.0
Ведущий программист Python,"К Телеком,ООО",Екатеринбург,"...на python и частично Frontend. Поддержка существующих сервисов (личные кабинеты, биллинг). Разработка новых продуктов (веб стек, приложения на Python, проектирование...","Уверенное знание Linux: ООП, MVC, понимание принципов построения REST API. Приветствуется опыт разработки мобильных приложений. Опыт работы с git будет...",80000.0,130000.0,RUR,2025-04-28,https://hh.ru/vacancy/120012635,"['tools', 'backend']","['python', 'linux', 'git']",['senior'],,,105000.0
QA-инженер (Тестировщик 1С) в офис,Seller.ru,Екатеринбург,Тестирование задач: Проведение функционального и регрессионного тестирования разработанных решений на платформе 1С. Проверка кода разработчика: Анализ и проверка кода...,Опыт работы от 1 года. Язык запросов 1С (желательно). Знание типовых конфигураций 1С. Знание методологий тестирования.,120000.0,,RUR,2025-05-08,https://hh.ru/vacancy/119962938,['qa'],,,1,,120000.0
Специалист технической поддержки (удаленно),Удобные Решения,Екатеринбург,"...трекере задач, вносить клиентские настройки в нашу систему. Фиксировать и передавать в разработку информацию о технических сбоях в работе приложений.","Опыт поддержки пользователей ПО от 1 года. Уверенный пользователь ПК, MS Office, базовые знания web-технологий. Хорошая устная и письменная...",45000.0,51500.0,RUR,2025-05-12,https://hh.ru/vacancy/119314493,['web'],,,1,Master,48250.0
Интернет-маркетолог,СтаффПроЕКТ,Екатеринбург,Аккаунты и ресурсы предоставим. Привлечение целевой аудитории на сайты и мобильные приложения компании. Опыт настройки платных каналов привлечения трафика (Яндекс.Директ...,"Опыт работы в СРА-маркетинге, вертикали nutra, e-com, товарка. Углублённые знания в SEO, умение генерировать контентные проекты.",120000.0,,RUR,2025-04-25,https://hh.ru/vacancy/119961695,,,['intern'],,,120000.0
Frontend-разработчик,Кэпт,Екатеринбург,Разработка нового функционала и поддержка существующих решений на фронтенде. Улучшение пользовательского опыта и производительности интерфейсов. Разработка UI-компонентов с учетом...,Опыт работы с CI/CD. Понимание принципов UX/UI и опыт взаимодействия с Figma. Опыт оптимизации фронтенд-приложений.,,,,2025-04-14,https://hh.ru/vacancy/119502354,"['web', 'devops']",['ci/cd'],,,,
Начальник Управления информационных технологий,Расчетный центр Урала,Екатеринбург,Обеспечение бесперебойной работы IT-систем и сервисов. Контроль за соблюдением информационной безопасности. Взаимодействие с поставщиками IT-услуг и оборудования.,Опыт работы в сфере IT от 3 до 6 лет. Высшее образование в области информационных технологий или смежных областях.,120000.0,,RUR,2025-04-25,https://hh.ru/vacancy/119942129,,,,6,Bachelor,120000.0
SDET python (NGFW),ТехАргос,Екатеринбург,"Функциональное/нефункциональное тестирование. Ревью и анализ требований, тест-дизайн и создание тестовых сценариев. Документирование результатов тестирования: занесение дефектов в багтрекинговую...","Python (PyTest, Selenium, Requests). Linux (Ubuntu, Astra, Debian, Centos). TMS (Allure TestOps). OSI/ISO (wireshark, tcpdump). SQL (PostgreSQL, Clickhouse). GIT.",,,,2025-04-30,https://hh.ru/vacancy/120102299,"['tools', 'qa', 'backend', 'data']","['git', 'python', 'postgresql', 'sql', 'pytest', 'linux', 'selenium']",,,,
Системный администратор,ROSSVIK,Екатеринбург,"Обслуживание и обеспечение бесперебойной работы компьютерной и оргтехники на предприятии. Обнаружение, устранение неполадок в работе компьютеров и оборудования.","Знания основ и принципов работы современной офисной, компьютерной и сетевой техники. Знание стандартного офисного программного обеспечения. Администрирование операционных систем, в...",90000.0,100000.0,RUR,2025-05-06,https://hh.ru/vacancy/119176433,,,,,,95000.0
Тест-менеджер (QA Lead),Лаборатория качества,Екатеринбург,"...процессов в командах QA, улучшать их, внедрять метрики тестирования. Проводить оценку знаний QA инженеров, составлять ИПР, обучать QA инженеров.",2+ года опыта в роли QA Lead или тест-менеджера (обязательно). Опыт управления командой QA от 3-х сотрудников.,,,,2025-04-30,https://hh.ru/vacancy/120107647,['qa'],,['senior'],,,
Frontend-разработчик,СГМК,Екатеринбург,Анализ и оптимизация производительности веб-приложений. Реализация прогрессивных веб-приложений (PWA). Оптимизация времени отклика и уменьшение нагрузки на сервер.,"...Jest, Cypress, Playwright). Опыт работы с CI/CD и DevOps-процессами. Опыт работы в продуктовой разработке. Опыт оптимизации производительности фронтенда.",,,,2025-04-21,https://hh.ru/vacancy/117075843,"['web', 'qa', 'devops']","['cypress', 'ci/cd']",,,,
Государственный гражданский служащий,Инспекция Федеральной налоговой службы по Кировскому району г.Екатеринбурга,Екатеринбург,"работа с налогоплательщиками. -проведение камеральных проверок(отделы занимающиеся НДС, НДФЛ юр и физ. лиц, УСН, страховые взносы, прибыль юр.","Требования: ОКОНЧЕННОЕ среднее- профессиональное образование (по направлениям подготовки- право , экономика и управление, юриспруденция, информационная безопасность и др.) или высшее образование.",25000.0,42000.0,RUR,2025-04-22,https://hh.ru/vacancy/119795647,['security'],,,,Bachelor,33500.0
